Business Unit,Description,L D,Co,BU Ty,Subledger Inactive,M C,Sector,Sub-Segment,Province,District,WCB Rates,Promo Expense,Category Code 07,Closed Business,IMS Fee,Admin Fee,Summary Reporting,Statement Formats,Regional VP,Fringe Calc,JV Units,Mgmt Fee,Bank Charges,Regional Director,Smallwares R&M,President,Multi Group,Group,Contract Terms,Cat Code 24,Fringe Caps,IFRS15,Commissions,COVID-19 Status,DM Assistants,Census Metro Area CMA,Online Reporting Access 1,Online Reporting Access 2,Online Reporting Access 3,Insurance,BE - Digital Hospitality,Finance Charge Exceptions,Business Line,BE - Like for Like,Rebate passed to Client,Acquisitions,Key Client Account,MAP1 Royalty Brands,Special Services,BE Online Reporting Access 4,US Data - Office Type,US Data - Compass Sector,BE - Top Retail Accounts,Concur BU,HFM Reporting,CAT 50,P E,Tax Rate Area,Address Number,Address Number1,Address Number2,Address Number3,Address Number4,Address Number5,Address Number6,Related BU,Related BU Description,Adj Entry,Adjustment Entry Description,Project Number,Project Description
"       52273",The Icon Phase 2 -Tscc 1549-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," ",FP," "," ",01," "," "," ",06," "," "," "," "," "," "," "," "," ",WS," ",05," "," "," "," "," "," ",TM," ",N," ",639323,,,,,,,"       52273",The Icon Phase 2 -Tscc 1549-TM,0,Not Restricted,"            ",
"       52280",Del Properties -The Artisan-TM,9,00750,TM," "," ",21,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," ",N/A," "," ",21," "," ",FP," "," "," "," "," "," ",06," "," "," "," "," "," ",CR,L," ",HC," ",05," "," "," "," "," "," ",TM," ",N," ",639324,,,,,,,"       52280",Del Properties -The Artisan-TM,0,Not Restricted,"            ",
"       52284",Triovest Realty Advisors Inc.,9,00750,BI," "," ",44,03,ON,545,N/A," "," ",CL," "," "," "," ",114,NIL," "," ",N/A,147," ",03," "," ",FP," "," ",01," ",LC," ",06," "," "," ",N/A," "," ",CM,L," "," "," ",05," "," "," "," "," "," ",BI," "," "," ",662589,,,,,,,"       52284",Triovest Realty Advisors Inc.,0,Not Restricted,"            ",
"       52290",Four Seasons Cen-Perf Arts-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," ",FP," "," ",01," "," "," ",06," "," "," "," "," "," "," "," "," ",WS," ",05," "," "," "," "," "," ",TM," ",N," ",639325,,,,,,,"       52290",Four Seasons Cen-Perf Arts-TM,0,Not Restricted,"            ",
"       52291",Super-Four Seasons Centre-TM,9,00750,TM," "," ",21,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," ",N/A," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," "," "," "," ",ET,B," ",HC," ",05," "," "," "," "," "," ",TM," ",N," ",639326,,,,,,,"       52291",Super-Four Seasons Centre-TM,0,Not Restricted,"            ",
"       52310",Canadian Opera Company-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," ",FP," "," ",01," "," "," ",06," "," "," "," "," "," "," "," "," ",WS," ",05," "," "," "," "," "," ",TM," ",N," ",639327,,,,,,,"       52310",Canadian Opera Company-TM,0,Not Restricted,"            ",
"       52320",Galleria Shopping Centre-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," ",FP," "," "," "," "," "," ",06," "," "," "," "," "," "," "," "," ",WS," ",05," "," "," "," "," "," ",TM," ",N," ",639328,,,,,,,"       52320",Galleria Shopping Centre-TM,0,Not Restricted,"            ",
"       52330",Ge-Hitachi-1025Lansdown Ave-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," ",FP," "," ",01," "," "," ",06," "," "," "," "," "," "," "," "," ",WS," ",05," "," "," "," "," "," ",TM," ",N," ",639329,,,,,,,"       52330",Ge-Hitachi-1025Lansdown Ave-TM,0,Not Restricted,"            ",
"       52340",Hotel Le Germain- Turndowns-TM,9,00750,TM," "," ",21,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," ",N/A," "," ",21," "," ",FP," "," "," "," "," "," ",06," "," "," "," "," "," ",CO,L," ",HC," ",05," "," "," "," "," "," ",TM," ",N," ",639330,,,,,,,"       52340",Hotel Le Germain- Turndowns-TM,0,Not Restricted,"            ",
"       52342",Hotel Le Germain-ROOM FEES-TM,9,00750,TM," "," ",21,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," ",N/A," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," "," "," "," ",CO,B," ",HC," ",05," "," "," "," "," "," ",TM," ",N," ",639331,,,,,,,"       52342",Hotel Le Germain-ROOM FEES-TM,0,Not Restricted,"            ",
"       52350",Hospital For Sick Children,9,00750,HC," "," ",44,03,ON,452,CON," "," ",CL," "," "," "," ",114,C06," "," ",C15,147," ",03," ",52350,FP," "," ",01," ",NI," ",06," "," "," ",H02," "," ",HM,L," ",HC,050,05," "," "," "," "," "," ",HC," "," "," ",639333,,,,,,,"       52350",Hospital For Sick Children,0,Not Restricted,"            ",
"       52360",Hospital For Sick Children-Bay,9,00750,HC," "," ",44,03,ON,545,CON," "," ",CL," "," "," "," ",114,C06," "," ",C15,147," ",03," ",52360,FP," "," ",11," ",LC," ",06," "," "," ",H02," "," ",HM,L," ",HC,050,05," "," "," "," "," "," ",HC," "," "," ",639334,,,,,,,"       52360",Hospital For Sick Children-Bay,0,Not Restricted,"            ",
"       52370",CBRE c/o IBM Can Ltd,9,00750,BI," "," ",44,03,ON,890,CON," "," ",CL," "," "," "," ",114,C06," "," ",C15,147," ",03," ",52370,FP," "," ",01," ",NI," ",06," "," "," ",H02," "," ",CM,L," ",HC,CBR,05," "," "," "," "," ",1,BI," "," "," ",639335,,,,,,,"       52370",CBRE c/o IBM Can Ltd,0,Not Restricted,"            ",
"       52380",C.B.R.E c/o IBM Can Ltd,9,00750,BI," "," ",44,03,ON,890,CON," "," "," "," "," "," "," ",114,C06," "," ",C15,147," ",03," ",52380,FP," "," ",01," ",NI," ",58," "," "," ",H02," "," ",CM,L," ",HC,CBR,05," "," "," "," "," ",1,BI," "," "," ",639336,,,,,,,"       52380",C.B.R.E c/o IBM Can Ltd,0,Not Restricted,"            ",
"       52382",C B R E-1400 St Laurent Ottawa,9,00750,BI," "," ",44,03,ON,890,CON," "," "," "," "," "," "," ",114,C06," "," ",N/A,147," ",03," ",52380,PL," "," "," "," ",NI," ",58," "," "," ",H02," "," ",CM,L," ",HC,CBR,05," "," "," "," "," ",1,BI," "," "," ",639337,,,,,,,"       52382",C B R E-1400 St Laurent Ottawa,0,Not Restricted,"            ",
"       52390",Investors Group Trust Co.-Bent,9,00750,BI," "," ",44,03,ON,I44,CON,N/A," ",CL," "," "," "," ",114,NIL," "," ",N/A," "," ",03," ",52390,FP," "," ",01," ",LC," ",06," "," "," ",N/A," "," ",CM,L," ",WS,BKY,05," "," "," "," "," "," ",BI," ",N," ",639338,,,,,,,"       52390",Investors Group Trust Co.-Bent,0,Not Restricted,"            ",
"       52410",JOI(North York Green Belt).,9,00750,BI," "," ",44,03,ON,598,CON," "," "," "," "," "," "," ",114,C06," "," ",C15,147," ",03," ",52415,CP," "," ",11," ",RV," ",06,186,63,06,H02," "," ",CM,B," ",HC,CBR,05," "," "," "," "," ",1,BI," "," "," ",639339,,,,,,,"       52410",JOI(North York Green Belt).,0,Not Restricted,"            ",
"       52411",J&J Ad Hoc Spend,9,00750,BI," "," ",44,03,ON,598,N/A," "," "," "," "," "," "," ",114,NIL," "," ",N/A,147," ",03," ",52415,PL," "," ",11," ",RV," ",06,186,63,06,N/A," "," "," ",B," "," ",CBR,05," "," "," "," "," ",1,BI," "," "," ",783467,,,,,,,"       52411",J&J Ad Hoc Spend,0,Not Restricted,"            ",
"       52412",Janssen Inc.(Burnaby)-TM,9,00750,BI," "," ",44,03,BC,598,CB3," "," ",CL," "," "," "," ",114,C06," "," ",C15,147," ",03," ",52415,CP," "," ",11," ",NI," ",07," "," ",06," "," "," ",CM,B," "," ",CBR,05," "," "," "," "," "," ",BI," "," "," ",733346,,,,,,,"       52412",Janssen Inc.(Burnaby)-TM,0,Not Restricted,"            ",
"       52413",J&J Consumer (Gough-Markham),9,00750,BI," "," ",44,03,ON,598,CON," "," "," "," "," "," "," ",114,C06," "," ",C15,147," ",03," ",52415,CP," "," ",11," ",RV," ",06,186,63,06,H02," "," ",CM,B," "," ",CBR,05," "," "," "," "," ",1,BI," "," "," ",733337,,,,,,,"       52413",J&J Consumer (Gough-Markham),0,Not Restricted,"            ",
"       52414",JLABS(University-Toronto),9,00750,BI," "," ",44,03,ON,598,CON," "," "," "," "," "," "," ",114,C06," "," ",C15,147," ",03," ",52415,CP," "," ",11," ",RV," ",06,186,63,06,H02," "," ",CM,B," "," ",CBR,05," "," "," "," "," ",1,BI," "," "," ",733345,,,,,,,"       52414",JLABS(University-Toronto),0,Not Restricted,"            ",
"       52415",J&J - Group Account,9,00750,BI," "," ",44,03,ON,598,CON," "," "," "," "," "," "," ",114,C06," "," ",C15,147," ",03," ",52415,GC," "," ",11," ",RV," ",06,186,63,06,H02," "," ",CM,B," ",HC,CBR,05," "," "," "," "," ",1,BI," "," "," ",744490,,,,,,,"       52415",J&J - Group Account,0,Not Restricted,"            ",
"       52416",McNeil (Woodlawn-Guelph),9,00750,IN," "," ",44,03,ON,598,CON," "," "," "," "," "," "," ",114,C06," "," ",C15,147," ",03," ",52415,CP," "," ",11," ",RV," ",69,186,63,06,H02," "," ",CM,B," "," ",CBR,05," "," "," "," "," ",1,IN," "," "," ",733344,,,,,,,"       52416",McNeil (Woodlawn-Guelph),0,Not Restricted,"            ",
"       52417",J&J Medical(Whitehall-Markham),9,00750,BI," "," ",44,03,ON,598,CON," "," "," "," "," "," "," ",114,C06," "," ",C15,147," ",03," ",52415,CP," "," ",11," ",RV," ",06,186,63,06,H02," "," ",CM,B," "," ",CBR,05," "," "," "," "," ",1,BI," "," "," ",733341,,,,,,,"       52417",J&J Medical(Whitehall-Markham),0,Not Restricted,"            ",
"       52418",J&J Consumer (McNabb-Markham),9,00750,BI," "," ",44,03,ON,598,CON," "," "," "," "," "," "," ",114,C06," "," ",C15,147," ",03," ",52415,CP," "," ",11," ",RV," ",06,186,63,06,H02," "," ",CM,B," "," ",CBR,05," "," "," "," "," ",1,BI," "," "," ",733340,,,,,,,"       52418",J&J Consumer (McNabb-Markham),0,Not Restricted,"            ",
"       52419",McNeil (Woodlawn-Guelph)-Cafet,9,00750,IN," "," ",44,03,ON,598,CON," "," "," "," "," "," "," ",114,C06," "," ",C15,147," ",03," ",52415,CP," "," ",11," ",RV," ",69,186," ",06,H02," "," ",CM,B," "," ",CBR,05," "," "," "," "," ",1,IN," "," "," ",771159,,,,,,,"       52419",McNeil (Woodlawn-Guelph)-Cafet,0,Not Restricted,"            ",
"       52420",Toronto College Park  Ltd-TM,9,00750,TM," "," ",21,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," ",N/A," "," ",21," "," ",FP," "," "," "," "," "," ",06," "," "," "," "," "," ",CM,B," ",HC," ",05," "," "," "," "," "," ",TM," ",N," ",639340,,,,,,,"       52420",Toronto College Park  Ltd-TM,0,Not Restricted,"            ",
"       52421",Toronto College Park-Sup-TM,9,00750,TM," "," ",21,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," ",N/A," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," "," "," "," ",CM,B," ",HC," ",05," "," "," "," "," "," ",TM," ",N," ",639341,,,,,,,"       52421",Toronto College Park-Sup-TM,0,Not Restricted,"            ",
"       52422",Toronto College Park Ltd-TM,9,00750,TM," "," ",21,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," ",N/A," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," "," "," "," ",RL,L," ",HC," ",05," "," "," "," "," "," ",TM," ",N," ",638952,,,,,,,"       52422",Toronto College Park Ltd-TM,0,Not Restricted,"            ",
"       52430",Li Ka Shing Intn. Healthcar-TM,9,00750,TM," "," ",21,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," ",N/A," "," ",21," "," ",FP," "," "," "," "," "," ",06," "," "," "," "," "," ",HM,L," ",HC," ",05," "," "," "," "," "," ",TM," ",N," ",639342,,,,,,,"       52430",Li Ka Shing Intn. Healthcar-TM,0,Not Restricted,"            ",
"       52440",Air Canada Priority Boardng-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," ",CPT," "," ",01," "," "," ",06," "," "," "," "," "," "," "," "," ",WS," ",05," "," "," "," "," "," ",TM," ",N," ",639344,,,,,,,"       52440",Air Canada Priority Boardng-TM,0,Not Restricted,"            ",
"       52442",Air Canada PriorBd-Term1-DS-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," "," "," "," "," "," "," ",WS," ",09," "," "," "," "," "," ",TM," ",N," ",639345,,,,,,,"       52442",Air Canada PriorBd-Term1-DS-TM,0,Not Restricted,"            ",
"       52450",G.T.A.A. New Terminal 1-NS-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," ",FP," "," ",01," "," "," ",06," "," "," "," "," "," "," "," "," ",WS,GT1,05," "," "," "," "," "," ",TM," ",N," ",639346,,,,,,,"       52450",G.T.A.A. New Terminal 1-NS-TM,0,Not Restricted,"            ",
"       52452",G.T.A.A.-FSA FSAS @ T1&T3-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," ",FP," "," ",01," "," "," ",06," "," "," "," "," "," "," "," "," ",WS,GT1,09," "," "," "," "," "," ",TM," ",N," ",695875,,,,,,,"       52452",G.T.A.A.-FSA FSAS @ T1&T3-TM,0,Not Restricted,"            ",
"       52453",G.T.A.A.-PEARSON PRTY LNE T1&3,9,00750,BI," "," ",44,03,ON,I44,CON,N/A," ",CL," "," "," "," ",114,NIL," "," ",N/A," "," ",03," "," ",FP," "," ",01," ",LC," ",06," "," "," ",N/A," "," ",AP,L," ",WS,GT1,09," "," "," "," "," "," ",BI," ",N," ",695878,,,,,,,"       52453",G.T.A.A.-PEARSON PRTY LNE T1&3,0,Not Restricted,"            ",
"       52460",G.T.A.A. New Terminal-DS-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," ",FP," "," ",01," "," "," ",06," "," "," "," "," "," "," "," "," ",WS,GT1,05," "," "," "," "," "," ",TM," ",N," ",639347,,,,,,,"       52460",G.T.A.A. New Terminal-DS-TM,0,Not Restricted,"            ",
"       52461",Term 1-Supervision-DayShift-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," "," "," "," "," "," "," ",WS,GT1,09," "," "," "," "," "," ",TM," ",N," ",639348,,,,,,,"       52461",Term 1-Supervision-DayShift-TM,0,Not Restricted,"            ",
"       52470",G.T.A.A. New Terminal-AS-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," "," "," "," "," "," "," ",WS,GT1,09," "," "," "," "," "," ",TM," ",N," ",639349,,,,,,,"       52470",G.T.A.A. New Terminal-AS-TM,0,Not Restricted,"            ",
"       52471",Term 1-Sup-Afternoon Shift-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," "," "," "," "," "," "," ",WS,GT1,09," "," "," "," "," "," ",TM," ",N," ",639350,,,,,,,"       52471",Term 1-Sup-Afternoon Shift-TM,0,Not Restricted,"            ",
"       52476",Term 1-Supvn-Night Shift-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," "," "," "," "," "," "," ",WS,GT1,09," "," "," "," "," "," ",TM," ",N," ",639351,,,,,,,"       52476",Term 1-Supvn-Night Shift-TM,0,Not Restricted,"            ",
"       52480",T3-G.T.A.A. Assoc. Inc-NS-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," ",FP," "," ",01," "," "," ",06," "," "," "," "," "," "," "," "," ",WS,GT3,05," "," "," "," "," "," ",TM," ",N," ",639352,,,,,,,"       52480",T3-G.T.A.A. Assoc. Inc-NS-TM,0,Not Restricted,"            ",
"       52482",Bell Can. T3 -GTAA Ass Inc-TM,9,00750,TM," "," ",21,03,ON,91,CON," "," "," "," "," "," "," "," ",C06," "," ",N/A," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," ",H02," "," ",AP,B," ",HC,GT3,05," "," "," "," "," "," ",TM," ",N," ",639353,,,,,,,"       52482",Bell Can. T3 -GTAA Ass Inc-TM,0,Not Restricted,"            ",
"       52483",Term 3-Suprvn-Night Shift-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," "," "," "," "," "," "," ",WS,GT3,09," "," "," "," "," "," ",TM," ",N," ",639355,,,,,,,"       52483",Term 3-Suprvn-Night Shift-TM,0,Not Restricted,"            ",
"       52484",T3 - 6b Parking Garage-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," ",FP," "," "," "," "," "," ",06," "," "," "," "," "," "," "," "," ",WS,GT3,09," "," "," "," "," "," ",TM," ",N," ",639356,,,,,,,"       52484",T3 - 6b Parking Garage-TM,0,Not Restricted,"            ",
"       52490",T3-G.T.A.A. Association Inc-DS,9,00750,BI," "," ",44,03,ON,I44,CON,N/A," ",CL," "," "," "," ",114,NIL," "," ",N/A," "," ",03," ",52490," "," "," "," "," ",LC," ",06," "," "," ",N/A," "," ",AP,B," ",WS,GT3,09," "," "," "," "," "," ",BI," ",N," ",639357,,,,,,,"       52490",T3-G.T.A.A. Association Inc-DS,0,Not Restricted,"            ",
"       52492",Term 3-Supervn-Day Shift-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," "," "," "," "," "," "," ",WS,GT3,09," "," "," "," "," "," ",TM," ",N," ",639358,,,,,,,"       52492",Term 3-Supervn-Day Shift-TM,0,Not Restricted,"            ",
"       52493",OLG-Woodbine TM,9,00750,TM," "," ",44,03,ON,91," "," "," ",CL," "," "," "," "," ",NIL," "," ",N/A," "," ",03," "," ",PL," "," ",01," "," "," ",06," "," "," ",N/A," "," "," ",L," "," "," ",05," "," "," "," "," "," ",TM," ",N," ",718524,,,,,,,"       52493",OLG-Woodbine TM,0,Not Restricted,"            ",
"       52503",TCU Place Coffee PL,9,00100,BI," "," ",16,01,SK,727,SR,PRR," "," ",EU," "," "," ",23," "," "," "," ",146," ",16," ",53510,PL," "," ",02," ",RV," ",70," "," "," "," "," "," "," ",B," "," "," ",03," "," "," "," "," ",1,BI," "," "," ",818819,,,,,,,"       52503",TCU Place Coffee PL,0,Not Restricted,"            ",
"       52504",Horizon College&Seminary-CP-TM,9,00100,TM," "," ",03," ",SK,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",03," "," "," "," "," "," "," "," "," ",70," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",10374,,,,,,10374,"       52504",Horizon College&Seminary-CP-TM,0,Not Restricted,"       52504",Horizon College&Seminary-CP-TM
"       52505",Lutheran Coll Bible-CP-TM,9,00100,TM," "," ",03,02,SK,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",03," "," ",CPT," "," "," "," "," "," ",96," "," "," ",N/A," "," "," ",B," "," "," ",03," "," "," "," "," "," ",TM," ",N," ",10375,,,,,,10375,"       52505",Lutheran Coll Bible-CP-TM,0,Not Restricted,"       52505",Lutheran Coll Bible-CP-TM
"       52506",St Angela's Academy-CP-TM,9,00100,TM," "," ",03," ",SK,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",10376,,,,,,10376,"       52506",St Angela's Academy-CP-TM,0,Not Restricted,"       52506",St Angela's Academy-CP-TM
"       52507",Luther Heights - TM,9,00100,TM," "," ",01," ",SK,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       52507",Luther Heights - TM,0,Not Restricted,"            ",
"       52508",St Mary's Academy - TM,9,00100,TM," "," ",01,01,MB,91,MB,PRR," ",CL,CH," "," ",G00,02," "," "," "," "," "," ",02," "," ",PL," "," "," "," ",LC," ",08," "," "," "," "," "," "," ",L," "," "," ",01," "," "," "," "," "," ",TM," ",N," ",117109,,,,,,,"       52508",St Mary's Academy - TM,0,Not Restricted,"            ",
"       52510",T3-G.T.A.A. Assoc. Inc-AS-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," "," "," "," "," "," "," ",WS,GT3,09," "," "," "," "," "," ",TM," ",N," ",639359,,,,,,,"       52510",T3-G.T.A.A. Assoc. Inc-AS-TM,0,Not Restricted,"            ",
"       52512",Term 3-Sup-Afternoon Shift-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," "," "," "," "," "," "," ",WS,GT3,09," "," "," "," "," "," ",TM," ",N," ",639360,,,,,,,"       52512",Term 3-Sup-Afternoon Shift-TM,0,Not Restricted,"            ",
"       52520",The Corp. Of RoyThomsonHall-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," ",FP," "," ",01," "," "," ",06," "," "," "," "," "," "," "," "," ",WS," ",05," "," "," "," "," "," ",TM," ",N," ",639361,,,,,,,"       52520",The Corp. Of RoyThomsonHall-TM,0,Not Restricted,"            ",
"       52521",Roy Thomson Hall - Supervn-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," "," "," "," "," "," "," ",WS," ",09," "," "," "," "," "," ",TM," ",N," ",639362,,,,,,,"       52521",Roy Thomson Hall - Supervn-TM,0,Not Restricted,"            ",
"       52522",Set-Ups Fr Roy Thomson Hall-TM,9,00750,TM," "," ",21,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," ",N/A," "," ",21," "," "," "," "," "," "," "," "," ",06," "," "," "," "," "," ",ET,L," ",HC," ",05," "," "," "," "," "," ",TM," ",N," ",638955,,,,,,,"       52522",Set-Ups Fr Roy Thomson Hall-TM,0,Not Restricted,"            ",
"       52530",Massey Hall-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," ",FP," "," ",01," "," "," ",06," "," "," "," "," "," "," "," "," ",WS," ",05," "," "," "," "," "," ",TM," ",N," ",639363,,,,,,,"       52530",Massey Hall-TM,0,Not Restricted,"            ",
"       52540",Menkes Property Mgmt Serv.-TM,9,00750,TM," "," ",30,03,ON,91," "," "," ",CL," "," "," "," "," "," "," "," "," "," "," ",21," "," ",FP," "," "," "," "," "," ",06," "," "," "," "," "," "," "," "," ",WS," ",05," "," "," "," "," "," ",TM," ",N," ",639364,,,,,,,"       52540",Menkes Property Mgmt Serv.-TM,0,Not Restricted,"            ",
